outcome,rows_treated,rows_control,theta,covariate_correlation,raw_absolute_effect,raw_standard_error,raw_confidence_low,raw_confidence_high,adjusted_absolute_effect,adjusted_standard_error,adjusted_confidence_low,adjusted_confidence_high,adjusted_p_value,variance_ratio,variance_reduction,effective_sample_multiplier
visit,11882655,2096937,1.0955339081504987,0.5693721208085702,0.010342403129198284,0.00014631645066032718,0.010055628155558312,0.010629178102838257,0.007401771010555884,0.00012202074956489338,0.007162614736042111,0.007640927285069657,0.0,0.6954742615125591,0.3045257384874409,1.4378677333437762
conversion,11882655,2096937,1.0608065088059289,0.3491903658120906,0.0011518730521316279,3.437169028999274e-05,0.001084505777075477,0.0012192403271877787,0.0010145829014979106,3.277185286974144e-05,0.0009503512501665718,0.0010788145528292494,1.923942280586001e-210,0.909076043361885,0.09092395663811503,1.1000179878262615
